Tanggal,Harga
2023-09-04,12210.0
2023-09-05,12300.0
2023-09-06,12430.0
2023-09-07,12540.0
2023-09-08,12580.0
2023-09-09,12580.0
2023-09-10,12590.0
2023-09-11,12620.0
2023-09-12,12650.0
2023-09-13,12690.0
2023-09-14,12790.0
2023-09-15,12720.0
2023-09-16,12860.0
2023-09-17,12780.0
2023-09-18,12860.0
2023-09-19,12900.0
2023-09-20,12930.0
2023-09-21,12860.0
2023-09-22,12870.0
2023-09-23,12960.0
2023-09-24,12970.0
2023-09-25,13210.0
2023-09-26,12820.0
2023-09-27,13180.0
2023-09-28,12940.0
2023-09-29,12930.0
2023-09-30,12930.0
2023-10-01,12970.0
2023-10-02,12950.0
2023-10-03,12960.0
2023-10-04,13030.0
2023-10-05,12950.0
2023-10-06,12970.0
2023-10-07,12970.0
2023-10-08,12960.0
2023-10-09,13060.0
2023-10-10,13050.0
2023-10-11,13120.0
2023-10-12,13080.0
2023-10-13,13080.0
2023-10-14,13100.0
2023-10-15,13060.0
2023-10-16,13040.0
2023-10-17,12970.0
2023-10-18,13090.0
2023-10-19,13080.0
2023-10-20,13070.0
2023-10-21,13320.0
2023-10-22,13090.0
2023-10-23,13080.0
2023-10-24,13110.0
2023-10-25,13060.0
2023-10-26,13010.0
2023-10-27,13080.0
2023-10-28,13070.0
2023-10-29,13120.0
2023-10-30,13140.0
2023-10-31,13150.0
2023-11-01,13080.0
2023-11-02,13090.0
2023-11-03,12990.0
2023-11-04,13120.0
2023-11-05,12990.0
2023-11-06,13090.0
2023-11-07,13030.0
2023-11-08,13070.0
2023-11-09,13140.0
2023-11-10,13120.0
2023-11-11,13100.0
2023-11-12,13150.0
2023-11-13,13120.0
2023-11-14,13090.0
2023-11-15,13120.0
2023-11-16,13110.0
2023-11-17,13150.0
2023-11-18,13140.0
2023-11-19,13130.0
2023-11-20,13150.0
2023-11-21,13160.0
2023-11-22,13130.0
2023-11-23,13170.0
2023-11-24,13130.0
2023-11-25,13150.0
2023-11-26,13140.0
2023-11-27,13070.0
2023-11-28,13120.0
2023-11-29,13080.0
2023-11-30,13090.0
2023-12-01,13080.0
2023-12-02,13120.0
2023-12-03,13000.0
2023-12-04,13240.0
2023-12-05,13160.0
2023-12-06,13130.0
2023-12-07,13170.0
2023-12-08,13150.0
2023-12-09,13150.0
2023-12-10,13100.0
2023-12-11,13280.0
2023-12-12,13190.0
2023-12-13,13200.0
2023-12-14,13170.0
2023-12-15,13160.0
2023-12-16,13160.0
2023-12-17,13180.0
2023-12-18,13120.0
2023-12-19,13200.0
2023-12-20,13170.0
2023-12-21,13200.0
2023-12-22,13180.0
2023-12-23,13130.0
2023-12-24,13150.0
2023-12-25,13140.0
2023-12-26,13170.0
2023-12-27,13200.0
2023-12-28,13140.0
2023-12-29,13150.0
2023-12-30,13160.0
2023-12-31,13130.0
2024-01-01,13100.0
2024-01-02,13260.0
2024-01-03,13160.0
2024-01-04,13210.0
2024-01-05,13110.0
2024-01-06,13140.0
2024-01-07,13120.0
2024-01-08,13190.0
2024-01-09,13120.0
2024-01-10,13210.0
2024-01-11,13160.0
2024-01-12,13200.0
2024-01-13,13250.0
2024-01-14,13270.0
2024-01-15,13210.0
2024-01-16,13250.0
2024-01-17,13300.0
2024-01-18,13340.0
2024-01-19,13250.0
2024-01-20,13280.0
2024-01-21,13270.0
2024-01-22,13330.0
2024-01-23,13360.0
2024-01-24,13380.0
2024-01-25,13410.0
2024-01-26,13520.0
2024-01-27,13440.0
2024-01-28,13500.0
2024-01-29,13570.0
2024-01-30,13650.0
2024-01-31,13730.0
2024-02-01,13740.0
2024-02-02,13910.0
2024-02-03,13840.0
2024-02-04,13980.0
2024-02-05,14090.0
2024-02-06,14140.0
2024-02-07,14230.0
2024-02-08,14290.0
2024-02-09,14630.0
2024-02-10,14390.0
2024-02-11,14350.0
2024-02-12,14640.0
2024-02-13,14810.0
2024-02-14,14850.0
2024-02-15,14860.0
2024-02-16,14930.0
2024-02-17,14920.0
2024-02-18,14980.0
2024-02-19,15180.0
2024-02-20,15010.0
2024-02-21,15070.0
2024-02-22,15060.0
2024-02-23,14960.0
2024-02-24,14930.0
2024-02-25,15020.0
2024-02-26,14990.0
2024-02-27,14950.0
2024-02-28,14970.0
2024-02-29,14960.0
2024-03-01,14920.0
